49628,722,31761,26171,11275
49800,681,31963,26369,11403
49972,641,32164,26566,11531
50143,602,32365,26764,11659
50313,564,32566,26962,11787
50483,527,32969,27160,11915
50652,492,33170,27358,12044
50820,458,33371,27557,12172
50988,425,33572,27756,12300
51155,393,33774,27955,12428
51321,363,33975,28154,12556
51487,334,34176,28353,12684
51651,305,34377,28553,12812
51815,279,34578,28753,12940
51979,253,34779,28952,13069
52142,229,34980,29152,13197
52303,206,35180,29352,13325
52465,184,35381,29553,13453
52625,163,35582,29753,13581
52785,144,35782,29953,13709
52944,125,35982,30154,13837
53102,108,36183,30355,13965
53259,93,36383,30555,14094
53416,78,36583,30756,14222
53572,65,36782,30957,14350
53727,53,36982,31158,14478
53881,42,37182,31359,14606
54035,32,37381,31560,14734
54188,24,37580,31761,14862
54339,17,37779,31963,14990
54491,11,37978,32164,15119
54641,7,38177,32365,15247
54790,3,38375,32566,15375
54939,1,38573,32969,15503
55087,0,38771,33170,15631
55234,0,38969,33371,15759
55380,2,39166,33572,15887
55525,5,39364,33774,16015
55669,9,39561,33975,16144
55813,14,39757,34176,16272
55955,20,39954,34377,16400
56097,28,40150,34578,16528
56238,37,40346,34779,16656
56378,47,40542,34980,16784
56517,59,40737,35180,16912
56655,71,40932,35381,17040
56793,85,41127,35582,17169
56929,100,41321,35782,17297
57065,117,41515,35982,17425
57199,134,41709,36183,17553
57333,153,41903,36383,17681
57466,173,42096,36583,17809
57597,195,42288,36782,17937
57728,217,42481,36982,18065
57858,241,42673,37182,18193
57987,266,42864,37381,18322
58115,292,43056,37580,18450
58242,319,43247,37779,18578
58368,348,43437,37978,18706
58493,378,43627,38177,18834
58618,409,43817,38375,18962
58741,441,44006,38573,19090
58863,475,44195,38771,19218
58984,510,44383,38969,19347
59104,545,44571,39166,19475
59224,583,44759,39364,19603
59342,621,44946,39561,19731
59459,661,45133,39757,19859
59575,701,45319,39954,19987
59691,744,45504,40150,20115
59805,787,45690,40346,20243
59918,831,45874,40542,20372
60030,877,46058,40737,20500
60141,924,46242,40932,20628
60251,972,46425,41127,20756
60360,1021,46608,41321,20884
60468,1071,46790,41515,21012
60575,1123,46972,41709,21140
60681,1176,47153,41903,21268
60786,1230,47333,42096,21397
60890,1285,47513,42288,21525
60993,1342,47693,42481,21653
61095,1399,47872,42673,21781
61195,1458,48050,42864,21909
61295,1518,48228,43056,22037
61393,1579,48405,43247,22165
61491,1641,48582,43437,22293
61587,1705,48758,43627,22422
61682,1769,48933,43817,22550
61776,1835,49108,44006,22678
61869,1902,49282,44195,22806
61961,1970,49455,44383,22934
62052,2040,49628,44571,23062
62142,2110,49800,44759,23190
62230,2182,49972,44946,23318
62318,2255,50143,45133,23447
62404,2329,50313,45319,23575
62490,2404,50483,45504,23703
62574,2480,50652,45690,23831
62657,2557,50820,45874,23959
62739,2636,50988,46058,24087
62820,2715,51155,46242,24215
62899,2796,51321,46425,24343
62978,2878,51487,46608,24472
63055,2961,51651,46790,24600
63131,3045,51815,46972,24728
63206,3131,51979,47153,24856
63280,3217,52142,47333,24984
63353,3305,52303,47513,25112
63425,3393,52465,47693,25240
63495,3483,52625,47872,25368
63565,3574,52785,48050,25497
63633,3666,52944,48228,25625
63700,3759,53102,48405,25753
63766,3853,53259,48582,25881
63830,3948,53416,48758,26009
63894,4044,53572,48933,26137
63956,4142,53727,49108,26265
64017,4240,53881,49282,26393
64077,4340,54035,49455,26521
64136,4440,54188,49628,26650
64193,4542,54339,49800,26778
64250,4645,54491,49972,26906
64305,4749,54641,50143,27034
64359,4854,54790,50313,27162
64412,4960,54939,50483,27290
64464,5067,55087,50652,27418
64514,5175,55234,50820,27546
64563,5284,55380,50988,27675
64611,5394,55525,51155,27803
64658,5505,55669,51321,27931
64704,5617,55813,51487,28059
64748,5730,55955,51651,28187
64791,5844,56097,51815,28315
64834,5960,56238,51979,28443
64874,6076,56378,52142,28571
64914,6193,56517,52303,28700
64952,6311,56655,52465,28828
64990,6431,56793,52625,28956
65025,6551,56929,52785,29084
65060,6672,57065,52944,29212
65094,6794,57199,53102,29340
65126,6917,57333,53259,29468
65157,7042,57466,53416,29596
65187,7167,57597,53572,29725
65216,7293,57728,53727,29853
65243,7420,57858,53881,29981
65269,7548,57987,54035,30109
65294,7677,58115,54188,30237
65318,7807,58242,54339,30365
65340,7938,58368,54491,30493
65362,8069,58493,54641,30621
65382,8202,58618,54790,30750
65401,8336,58741,54939,30878
65418,8470,58863,55087,31006
65435,8606,58984,55234,31134
65450,8742,59104,55380,31262
65464,8880,59224,55525,31390
65476,9018,59342,55669,31518
65488,9157,59459,55813,31646
65498,9297,59575,55955,31775
65507,9438,59691,56097,31903
65515,9580,59805,56238,32031
65521,9722,59918,56378,32159
65526,9866,60030,56517,32287
65530,10010,60141,56655,32415
65533,10155,60251,56793,32543
65535,10301,60360,56929,32671
65535,10448,60468,57065,32800
65534,10596,60575,57199,32928
65532,10745,60681,57333,33056
65528,10894,60786,57466,33184
65524,11044,60890,57597,33312
65518,11196,60993,57728,33440
65511,11347,61095,57858,33568
65503,11500,61195,57987,33696
65493,11654,61295,58115,33825
65482,11808,61393,58242,33953
65470,11963,61491,58368,34081
65457,12119,61587,58493,34209
65442,12276,61682,58618,34337
65427,12433,61776,58741,34465
65410,12591,61869,58863,34593
65391,12750,61961,58984,34721
65372,12910,62052,59104,34850
65351,13070,62142,59224,34978
65329,13232,62230,59342,35106
65306,13393,62318,59459,35234
65282,13556,62404,59575,35362
65256,13720,62490,59691,35490
65230,13884,62574,59805,35618
65201,14048,62657,59918,35746
65172,14214,62739,60030,35874
65142,14380,62820,60141,36003
65110,14547,62899,60251,36131
65077,14715,62978,60360,36259
65043,14883,63055,60468,36387
65008,15052,63131,60575,36515
64971,15222,63206,60681,36643
64933,15392,63280,60786,36771
64894,15563,63353,60890,36899
64854,15735,63425,60993,37028
64813,15907,63495,61095,37156
64770,16080,63565,61195,37284
64726,16253,63633,61295,37412
64681,16427,63700,61393,37540
64635,16602,63766,61491,37668
64587,16777,63830,61587,37796
64539,16953,63894,61682,37924
64489,17130,63956,61776,38053
64438,17307,64017,61869,38181
64386,17485,64077,61961,38309
64332,17663,64136,62052,38437
64278,17842,64193,62142,38565
64222,18022,64250,62230,38693
64165,18202,64305,62318,38821
64107,18382,64359,62404,38949
64047,18563,64412,62490,39078
63987,18745,64464,62574,39206
63925,18927,64514,62657,39334
63862,19110,64563,62739,39462
63798,19293,64611,62820,39590
63733,19477,64658,62899,39718
63666,19661,64704,62978,39846
63599,19845,64748,63055,39974
63530,20031,64791,63131,40103
63460,20216,64834,63206,40231
63389,20402,64874,63280,40359
63317,20589,64914,63353,40487
63244,20776,64952,63425,40615
63169,20964,64990,63495,40743
63093,21152,65025,63565,40871
63017,21340,65060,63633,40999
62939,21529,65094,63700,41128
62860,21718,65126,63766,41256
62779,21908,65157,63830,41384
62698,22098,65187,63894,41512
62616,22288,65216,63956,41640
62532,22479,65243,64017,41768
62447,22671,65269,64077,41896
62361,22862,65294,64136,42024
62274,23054,65318,64193,42153
62186,23247,65340,64250,42281
62097,23439,65362,64305,42409
62007,23632,65382,64359,42537
61915,23826,65401,64412,42665
61823,24020,65418,64464,42793
61729,24214,65435,64514,42921
61635,24408,65450,64563,43049
61539,24603,65464,64611,43178
61442,24798,65476,64658,43306
61344,24993,65488,64704,43434
61245,25189,65498,64748,43562
61145,25385,65507,64791,43690
61044,25581,65515,64834,43818
60942,25778,65521,64874,43946
60838,25974,65526,64914,44074
60734,26171,65530,64952,44202
60629,26369,65533,64990,44331
60522,26566,65535,65025,44459
60415,26764,65535,65060,44587
60306,26962,65534,65094,44715
60196,27160,65532,65126,44843
60086,27358,65528,65157,44971
59974,27557,65524,65187,45099
59862,27756,65518,65216,45227
59748,27955,65511,65243,45356
59633,28154,65503,65269,45484
59517,28353,65493,65294,45612
59401,28553,65482,65318,45740
59283,28753,65470,65340,45868
59164,28952,65457,65362,45996
59044,29152,65442,65382,46124
58924,29352,65427,65401,46252
58802,29553,65410,65418,46381
58679,29753,65391,65435,46509
58556,29953,65372,65450,46637
58431,30154,65351,65464,46765
58305,30355,65329,65476,46893
58179,30555,65306,65488,47021
58051,30756,65282,65498,47149
57923,30957,65256,65507,47277
57793,31158,65230,65515,47406
57663,31359,65201,65521,47534
57532,31560,65172,65526,47662
57399,31761,65142,65530,47790
57266,31963,65110,65533,47918
57132,32164,65077,65535,48046
56997,32365,65043,65535,48174
56861,32566,65008,65534,48302
56724,32969,64971,65532,48431
56586,33170,64933,65528,48559
56448,33371,64894,65524,48687
56308,33572,64854,65518,48815
56168,33774,64813,65511,48943
56026,33975,64770,65503,49071
55884,34176,64726,65493,49199
55741,34377,64681,65482,49327
55597,34578,64635,65470,49456
55452,34779,64587,65457,49584
55307,34980,64539,65442,49712
55160,35180,64489,65427,49840
55013,35381,64438,65410,49968
54865,35582,64386,65391,50096
54716,35782,64332,65372,50224
54566,35982,64278,65351,50352
54415,36183,64222,65329,50481
54264,36383,64165,65306,50609
54111,36583,64107,65282,50737
53958,36782,64047,65256,50865
53804,36982,63987,65230,50993
53650,37182,63925,65201,51121
53494,37381,63862,65172,51249
53338,37580,63798,65142,51377
53181,37779,63733,65110,51506
53023,37978,63666,65077,51634
52864,38177,63599,65043,51762
52705,38375,63530,65008,51890
52545,38573,63460,64971,52018
52384,38771,63389,64933,52146
52223,38969,63317,64894,52274
52060,39166,63244,64854,52402
51897,39364,63169,64813,52530
51734,39561,63093,64770,52659
51569,39757,63017,64726,52787
51404,39954,62939,64681,52915
51238,40150,62860,64635,53043
51071,40346,62779,64587,53171
50904,40542,62698,64539,53299
50736,40737,62616,64489,53427
50568,40932,62532,64438,53555
50398,41127,62447,64386,53684
50228,41321,62361,64332,53812
50058,41515,62274,64278,53940
49886,41709,62186,64222,54068
49714,41903,62097,64165,54196
49542,42096,62007,64107,54324
49369,42288,61915,64047,54452
49195,42481,61823,63987,54580
49020,42673,61729,63925,54709
48845,42864,61635,63862,54837
48670,43056,61539,63798,54965
48493,43247,61442,63733,55093
48317,43437,61344,63666,55221
48139,43627,61245,63599,55349
47961,43817,61145,63530,55477
47782,44006,61044,63460,55605
47603,44195,60942,63389,55734
47424,44383,60838,63317,55862
47243,44571,60734,63244,55990
47062,44759,60629,63169,56118
46881,44946,60522,63093,56246
46699,45133,60415,63017,56374
46517,45319,60306,62939,56502
46334,45504,60196,62860,56630
46150,45690,60086,62779,56759
45966,45874,59974,62698,56887
45782,46058,59862,62616,57015
45597,46242,59748,62532,57143
45412,46425,59633,62447,57271
45226,46608,59517,62361,57399
45039,46790,59401,62274,57527
44852,46972,59283,62186,57655
44665,47153,59164,62097,57784
44477,47333,59044,62007,57912
44289,47513,58924,61915,58040
44101,47693,58802,61823,58168
43912,47872,58679,61729,58296
43722,48050,58556,61635,58424
43532,48228,58431,61539,58552
43342,48405,58305,61442,58680
43151,48582,58179,61344,58809
42960,48758,58051,61245,58937
42769,48933,57923,61145,59065
42577,49108,57793,61044,59193
42385,49282,57663,60942,59321
42192,49455,57532,60838,59449
41999,49628,57399,60734,59577
41806,49800,57266,60629,59705
41612,49972,57132,60522,59834
41418,50143,56997,60415,59962
41224,50313,56861,60306,60090
41029,50483,56724,60196,60218
40835,50652,56586,60086,60346
40639,50820,56448,59974,60474
40444,50988,56308,59862,60602
40248,51155,56168,59748,60730
40052,51321,56026,59633,60859
39856,51487,55884,59517,60987
39659,51651,55741,59401,61115
39462,51815,55597,59283,61243
39265,51979,55452,59164,61371
39068,52142,55307,59044,61499
38870,52303,55160,58924,61627
38672,52465,55013,58802,61755
38474,52625,54865,58679,61883
38276,52785,54716,58556,62012
38077,52944,54566,58431,62140
37879,53102,54415,58305,62268
37680,53259,54264,58179,62396
37481,53416,54111,58051,62524
37281,53572,53958,57923,62652
37082,53727,53804,57793,62780
36882,53881,53650,57663,62908
36683,54035,53494,57532,63037
36483,54188,53338,57399,63165
36283,54339,53181,57266,63293
36083,54491,53023,57132,63421
35882,54641,52864,56997,63549
35682,54790,52705,56861,63677
35481,54939,52545,56724,63805
35281,55087,52384,56586,63933
35080,55234,52223,56448,64062
34879,55380,52060,56308,64190
34678,55525,51897,56168,64318
34477,55669,51734,56026,64446
34276,55813,51569,55884,64574
34075,55955,51404,55741,64702
33874,56097,51238,55597,64830
33673,56238,51071,55452,64958
33472,56378,50904,55307,65087
33271,56517,50736,55160,65215
33069,56655,50568,55013,65343
32868,56793,50398,54865,65471
32667,56929,50228,54716,65535
32466,57065,50058,54566,65471
32264,57199,49886,54415,65343
32063,57333,49714,54264,65215
31862,57466,49542,54111,65087
31661,57597,49369,53958,64958
31460,57728,49195,53804,64830
31259,57858,49020,53650,64702
31058,57987,48845,53494,64574
30857,58115,48670,53338,64446
30656,58242,48493,53181,64318
30455,58368,48317,53023,64190
30254,58493,48139,52864,64062
30054,58618,47961,52705,63933
29853,58741,47782,52545,63805
29653,58863,47603,52384,63677
29452,58984,47424,52223,63549
29252,59104,47243,52060,63421
29052,59224,47062,51897,63293
28852,59342,46881,51734,63165
28653,59459,46699,51569,63037
28453,59575,46517,51404,62908
28254,59691,46334,51238,62780
28054,59805,46150,51071,62652
27855,59918,45966,50904,62524
27656,60030,45782,50736,62396
27458,60141,45597,50568,62268
27259,60251,45412,50398,62140
27061,60360,45226,50228,62012
26863,60468,45039,50058,61883
26665,60575,44852,49886,61755
26467,60681,44665,49714,61627
26270,60786,44477,49542,61499
26073,60890,44289,49369,61371
25876,60993,44101,49195,61243
25679,61095,43912,49020,61115
25483,61195,43722,48845,60987
25287,61295,43532,48670,60859
25091,61393,43342,48493,60730
24896,61491,43151,48317,60602
24700,61587,42960,48139,60474
24506,61682,42769,47961,60346
24311,61776,42577,47782,60218
24117,61869,42385,47603,60090
23923,61961,42192,47424,59962
23729,62052,41999,47243,59834
23536,62142,41806,47062,59705
23343,62230,41612,46881,59577
23150,62318,41418,46699,59449
22958,62404,41224,46517,59321
22766,62490,41029,46334,59193
22575,62574,40835,46150,59065
22384,62657,40639,45966,58937
22193,62739,40444,45782,58809
22003,62820,40248,45597,58680
21813,62899,40052,45412,58552
21623,62978,39856,45226,58424
21434,63055,39659,45039,58296
21246,63131,39462,44852,58168
21058,63206,39265,44665,58040
20870,63280,39068,44477,57912
20683,63353,38870,44289,57784
20496,63425,38672,44101,57655
20309,63495,38474,43912,57527
20123,63565,38276,43722,57399
19938,63633,38077,43532,57271
19753,63700,37879,43342,57143
19569,63766,37680,43151,57015
19385,63830,37481,42960,56887
19201,63894,37281,42769,56759
19018,63956,37082,42577,56630
18836,64017,36882,42385,56502
18654,64077,36683,42192,56374
18473,64136,36483,41999,56246
18292,64193,36283,41806,56118
18111,64250,36083,41612,55990
17932,64305,35882,41418,55862
17753,64359,35682,41224,55734
17574,64412,35481,41029,55605
17396,64464,35281,40835,55477
17218,64514,35080,40639,55349
17042,64563,34879,40444,55221
16865,64611,34678,40248,55093
16690,64658,34477,40052,54965
16515,64704,34276,39856,54837
16340,64748,34075,39659,54709
16166,64791,33874,39462,54580
15993,64834,33673,39265,54452
15821,64874,33472,39068,54324
15649,64914,33271,38870,54196
15477,64952,33069,38672,54068
15307,64990,32868,38474,53940
15137,65025,32667,38276,53812
14967,65060,32466,38077,53684
14799,65094,32264,37879,53555
14631,65126,32063,37680,53427
14464,65157,31862,37481,53299
14297,65187,31661,37281,53171
14131,65216,31460,37082,53043
13966,65243,31259,36882,52915
13801,65269,31058,36683,52787
13638,65294,30857,36483,52659
13475,65318,30656,36283,52530
13312,65340,30455,36083,52402
13151,65362,30254,35882,52274
12990,65382,30054,35682,52146
12830,65401,29853,35481,52018
12671,65418,29653,35281,51890
12512,65435,29452,35080,51762
12354,65450,29252,34879,51634
12197,65464,29052,34678,51506
12041,65476,28852,34477,51377
11885,65488,28653,34276,51249
11731,65498,28453,34075,51121
11577,65507,28254,33874,50993
11424,65515,28054,33673,50865
11271,65521,27855,33472,50737
11120,65526,27656,33271,50609
10969,65530,27458,33069,50481
10819,65533,27259,32868,50352
10670,65535,27061,32667,50224
10522,65535,26863,32466,50096
10375,65534,26665,32264,49968
10228,65532,26467,32063,49840
10083,65528,26270,31862,49712
9938,65524,26073,31661,49584
9794,65518,25876,31460,49456
9651,65511,25679,31259,49327
9509,65503,25483,31058,49199
9367,65493,25287,30857,49071
9227,65482,25091,30656,48943
9087,65470,24896,30455,48815
8949,65457,24700,30254,48687
8811,65442,24506,30054,48559
8674,65427,24311,29853,48431
8538,65410,24117,29653,48302
8403,65391,23923,29452,48174
8269,65372,23729,29252,48046
8136,65351,23536,29052,47918
8003,65329,23343,28852,47790
7872,65306,23150,28653,47662
7742,65282,22958,28453,47534
7612,65256,22766,28254,47406
7484,65230,22575,28054,47277
7356,65201,22384,27855,47149
7230,65172,22193,27656,47021
7104,65142,22003,27458,46893
6979,65110,21813,27259,46765
6856,65077,21623,27061,46637
6733,65043,21434,26863,46509
6611,65008,21246,26665,46381
6491,64971,21058,26467,46252
6371,64933,20870,26270,46124
6252,64894,20683,26073,45996
6134,64854,20496,25876,45868
6018,64813,20309,25679,45740
5902,64770,20123,25483,45612
5787,64726,19938,25287,45484
5673,64681,19753,25091,45356
5561,64635,19569,24896,45227
5449,64587,19385,24700,45099
5339,64539,19201,24506,44971
5229,64489,19018,24311,44843
5120,64438,18836,24117,44715
5013,64386,18654,23923,44587
4906,64332,18473,23729,44459
4801,64278,18292,23536,44331
4697,64222,18111,23343,44202
4593,64165,17932,23150,44074
4491,64107,17753,22958,43946
4390,64047,17574,22766,43818
4290,63987,17396,22575,43690
4191,63925,17218,22384,43562
4093,63862,17042,22193,43434
3996,63798,16865,22003,43306
3900,63733,16690,21813,43178
3806,63666,16515,21623,43049
3712,63599,16340,21434,42921
3620,63530,16166,21246,42793
3528,63460,15993,21058,42665
3438,63389,15821,20870,42537
3349,63317,15649,20683,42409
3261,63244,15477,20496,42281
3174,63169,15307,20309,42153
3088,63093,15137,20123,42024
3003,63017,14967,19938,41896
2919,62939,14799,19753,41768
2837,62860,14631,19569,41640
2756,62779,14464,19385,41512
2675,62698,14297,19201,41384
2596,62616,14131,19018,41256
2518,62532,13966,18836,41128
2442,62447,13801,18654,40999
2366,62361,13638,18473,40871
2291,62274,13475,18292,40743
2218,62186,13312,18111,40615
2146,62097,13151,17932,40487
2075,62007,12990,17753,40359
2005,61915,12830,17574,40231
1936,61823,12671,17396,40103
1869,61729,12512,17218,39974
1802,61635,12354,17042,39846
1737,61539,12197,16865,39718
1673,61442,12041,16690,39590
1610,61344,11885,16515,39462
1548,61245,11731,16340,39334
1488,61145,11577,16166,39206
1428,61044,11424,15993,39078
1370,60942,11271,15821,38949
1313,60838,11120,15649,38821
1257,60734,10969,15477,38693
1203,60629,10819,15307,38565
1149,60522,10670,15137,38437
1097,60415,10522,14967,38309
1046,60306,10375,14799,38181
996,60196,10228,14631,38053
948,60086,10083,14464,37924
900,59974,9938,14297,37796
854,59862,9794,14131,37668
809,59748,9651,13966,37540
765,59633,9509,13801,37412
722,59517,9367,13638,37284
681,59401,9227,13475,37156
641,59283,9087,13312,37028
602,59164,8949,13151,36899
564,59044,8811,12990,36771
527,58924,8674,12830,36643
492,58802,8538,12671,36515
458,58679,8403,12512,36387
425,58556,8269,12354,36259
393,58431,8136,12197,36131
363,58305,8003,12041,36003
334,58179,7872,11885,35874
305,58051,7742,11731,35746
279,57923,7612,11577,35618
253,57793,7484,11424,35490
229,57663,7356,11271,35362
206,57532,7230,11120,35234
184,57399,7104,10969,35106
163,57266,6979,10819,34978
144,57132,6856,10670,34850
125,56997,6733,10522,34721
108,56861,6611,10375,34593
93,56724,6491,10228,34465
78,56586,6371,10083,34337
65,56448,6252,9938,34209
53,56308,6134,9794,34081
42,56168,6018,9651,33953
32,56026,5902,9509,33825
24,55884,5787,9367,33696
17,55741,5673,9227,33568
11,55597,5561,9087,33440
7,55452,5449,8949,33312
3,55307,5339,8811,33184
1,55160,5229,8674,33056
0,55013,5120,8538,32928
0,54865,5013,8403,32800
2,54716,4906,8269,32671
5,54566,4801,8136,32543
9,54415,4697,8003,32415
14,54264,4593,7872,32287
20,54111,4491,7742,32159
28,53958,4390,7612,32031
37,53804,4290,7484,31903
47,53650,4191,7356,31775
59,53494,4093,7230,31646
71,53338,3996,7104,31518
85,53181,3900,6979,31390
100,53023,3806,6856,31262
117,52864,3712,6733,31134
134,52705,3620,6611,31006
153,52545,3528,6491,30878
173,52384,3438,6371,30750
195,52223,3349,6252,30621
217,52060,3261,6134,30493
241,51897,3174,6018,30365
266,51734,3088,5902,30237
292,51569,3003,5787,30109
319,51404,2919,5673,29981
348,51238,2837,5561,29853
378,51071,2756,5449,29725
409,50904,2675,5339,29596
441,50736,2596,5229,29468
475,50568,2518,5120,29340
510,50398,2442,5013,29212
545,50228,2366,4906,29084
583,50058,2291,4801,28956
621,49886,2218,4697,28828
661,49714,2146,4593,28700
701,49542,2075,4491,28571
744,49369,2005,4390,28443
787,49195,1936,4290,28315
831,49020,1869,4191,28187
877,48845,1802,4093,28059
924,48670,1737,3996,27931
972,48493,1673,3900,27803
1021,48317,1610,3806,27675
1071,48139,1548,3712,27546
1123,47961,1488,3620,27418
1176,47782,1428,3528,27290
1230,47603,1370,3438,27162
1285,47424,1313,3349,27034
1342,47243,1257,3261,26906
1399,47062,1203,3174,26778
1458,46881,1149,3088,26650
1518,46699,1097,3003,26521
1579,46517,1046,2919,26393
1641,46334,996,2837,26265
1705,46150,948,2756,26137
1769,45966,900,2675,26009
1835,45782,854,2596,25881
1902,45597,809,2518,25753
1970,45412,765,2442,25625
2040,45226,722,2366,25497
2110,45039,681,2291,25368
2182,44852,641,2218,25240
2255,44665,602,2146,25112
2329,44477,564,2075,24984
2404,44289,527,2005,24856
2480,44101,492,1936,24728
2557,43912,458,1869,24600
2636,43722,425,1802,24472
2715,43532,393,1737,24343
2796,43342,363,1673,24215
2878,43151,334,1610,24087
2961,42960,305,1548,23959
3045,42769,279,1488,23831
3131,42577,253,1428,23703
3217,42385,229,1370,23575
3305,42192,206,1313,23447
3393,41999,184,1257,23318
3483,41806,163,1203,23190
3574,41612,144,1149,23062
3666,41418,125,1097,22934
3759,41224,108,1046,22806
3853,41029,93,996,22678
3948,40835,78,948,22550
4044,40639,65,900,22422
4142,40444,53,854,22293
4240,40248,42,809,22165
4340,40052,32,765,22037
4440,39856,24,722,21909
4542,39659,17,681,21781
4645,39462,11,641,21653
4749,39265,7,602,21525
4854,39068,3,564,21397
4960,38870,1,527,21268
5067,38672,0,492,21140
5175,38474,0,458,21012
5284,38276,2,425,20884
5394,38077,5,393,20756
5505,37879,9,363,20628
5617,37680,14,334,20500
5730,37481,20,305,20372
5844,37281,28,279,20243
5960,37082,37,253,20115
6076,36882,47,229,19987
6193,36683,59,206,19859
6311,36483,71,184,19731
6431,36283,85,163,19603
6551,36083,100,144,19475
6672,35882,117,125,19347
6794,35682,134,108,19218
6917,35481,153,93,19090
7042,35281,173,78,18962
7167,35080,195,65,18834
7293,34879,217,53,18706
7420,34678,241,42,18578
7548,34477,266,32,18450
7677,34276,292,24,18322
7807,34075,319,17,18193
7938,33874,348,11,18065
8069,33673,378,7,17937
8202,33472,409,3,17809
8336,33271,441,1,17681
8470,33069,475,0,17553
8606,32868,510,0,17425
8742,32667,545,2,17297
8880,32466,583,5,17169
9018,32264,621,9,17040
9157,32063,661,14,16912
9297,31862,701,20,16784
9438,31661,744,28,16656
9580,31460,787,37,16528
9722,31259,831,47,16400
9866,31058,877,59,16272
10010,30857,924,71,16144
10155,30656,972,85,16015
10301,30455,1021,100,15887
10448,30254,1071,117,15759
10596,30054,1123,134,15631
10745,29853,1176,153,15503
10894,29653,1230,173,15375
11044,29452,1285,195,15247
11196,29252,1342,217,15119
11347,29052,1399,241,14990
11500,28852,1458,266,14862
11654,28653,1518,292,14734
11808,28453,1579,319,14606
11963,28254,1641,348,14478
12119,28054,1705,378,14350
12276,27855,1769,409,14222
12433,27656,1835,441,14094
12591,27458,1902,475,13965
12750,27259,1970,510,13837
12910,27061,2040,545,13709
13070,26863,2110,583,13581
13232,26665,2182,621,13453
13393,26467,2255,661,13325
13556,26270,2329,701,13197
13720,26073,2404,744,13069
13884,25876,2480,787,12940
14048,25679,2557,831,12812
14214,25483,2636,877,12684
14380,25287,2715,924,12556
14547,25091,2796,972,12428
14715,24896,2878,1021,12300
14883,24700,2961,1071,12172
15052,24506,3045,1123,12044
15222,24311,3131,1176,11915
15392,24117,3217,1230,11787
15563,23923,3305,1285,11659
15735,23729,3393,1342,11531
15907,23536,3483,1399,11403
16080,23343,3574,1458,11275
16253,23150,3666,1518,11147
16427,22958,3759,1579,11019
16602,22766,3853,1641,10890
16777,22575,3948,1705,10762
16953,22384,4044,1769,10634
17130,22193,4142,1835,10506
17307,22003,4240,1902,10378
17485,21813,4340,1970,10250
17663,21623,4440,2040,10122
17842,21434,4542,2110,9994
18022,21246,4645,2182,9865
18202,21058,4749,2255,9737
18382,20870,4854,2329,9609
18563,20683,4960,2404,9481
18745,20496,5067,2480,9353
18927,20309,5175,2557,9225
19110,20123,5284,2636,9097
19293,19938,5394,2715,8969
19477,19753,5505,2796,8840
